description,class,type,legitibility,faction
"The card named Grizzle, the Doomscar is a 3 cost minion with 5 health and 3 attack, and includes the effects deathrattle, taunt. The card text says: Taunt Deathrattle: Resurrect a friendly minion.",Warrior,Minion,,
"The card named Ghoulish Sailor is a 4 cost mech minion with 2 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If you have a Dragon, deal 2 damage to the hero.",Warrior,Minion,,
"The card named Flesh-Hurror-Dollar is a 5 cost minion with 4 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Gain plus 2 Attack for each Friendly Human you've cast this game.",Warrior,Minion,,
"The card named Blowfish is a 3 cost naga minion with 3 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: If this minion died while in combat this turn, summon a 2 dash 2 Dragon.",Warrior,Minion,,
"The card named Unsufferable Czar is a 1 cost undead minion with 2 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Shuffle 3 cards into your deck.",Warrior,Minion,,
"The card named Shadowbreaker, the Cleric is a 6 cost minion with 5 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a 6 dash 6 Shadowbeast.",Warrior,Minion,,
"The card named Eternal Warring is a 2 cost dragon minion with 3 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Draw 2 cards.",Warrior,Minion,,
"The card named Fire-Shotshimmer is a 4 cost minion with 4 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Summon a Wildhorse minion from your deck. If it's a Fire",Warrior,Minion,,
"The card named Fuchsia Blackscarf is a 2 cost beast minion with 2 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Select a minion within your hand that's",Warrior,Minion,,
"The card named Shadowshacker is a 3 cost dragon, undead minion with 4 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: If your deck has no random Dragons, replenish your hero",Warrior,Minion,,
"The card named Rear of Death is a 3 cost beast minion with 3 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Draw a Dragon. Summon another minion.",Warrior,Minion,,
"The card named Ghoul of the Winds is a 3 cost beast minion with 2 health and 1 attack, and includes the effects aura, battlecry. The card text says: Battlecry: Draw a spell. Your opponent's hand has 4 spells.",Warrior,Minion,,
"The card named Privileged Arcano is a 7 cost minion with 7 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Shuffle 2 Wolves into your deck with Rush.",Warrior,Minion,,
"The card named Blinkfestive is a 4 cost pirate minion with 2 health and 1 attack, and includes the effects battlecry. The card text says: Battlecry: If your deck has no 1",Warrior,Minion,,
The card named Shadowless Invader was created by Slayer Ludhiana and includes the effects battlecry. The card text says: Battlecry: Draw a card. Give it Taunt.,Warrior,Minion,,
"The card named Warrior, the Dwarf is a 4 cost beast minion with 4 health and 4 attack, and includes the effects deathrattle, taunt, battlecry. The card text says: Taunt Battlecry: Discover a 1 plus Cost dragon mini",Warrior,Minion,,
"The card named Awakener is a 1 cost beast minion with 2 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Give your hero plus 2 Attack this turn.",Warrior,Minion,,
"The card named Reximation is a 2 cost mech minion with 2 health and 3 attack, and includes the effects trigger visual. The card text says: Whenever a friendly Minion dies and dies, deal 1 damage to all enemy minions.",Warrior,Minion,,
"The card named Gone from Chaos is a 7 cost undead minion with 8 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Draw a weapon. Repeat for each other friendly Undead.",Warrior,Minion,,
"The card named Infinite Blade is a 5 cost minion with 6 health and 3 attack, and includes the effects battlecry. The card text says: Battlecry: Give your other minions plus 1 dash plus 1.",Warrior,Minion,,
"The card named Invasive Ghetto is a 8 cost beast minion with 7 health and 5 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon two 2 dash 3 Flames from your deck.",Warrior,Minion,,
"The card named Axe Of Steel is a 4 cost minion with 4 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: The next Mech your opponent plays gets more damage.",Warrior,Minion,,
"The card named Shadow of the Whelp is a 5 cost minion with 5 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Give all minions in your hand plus 1 dash plus 1.",Warrior,Minion,,
"The card named Drangardist is a 3 cost hero with 4 armor, and includes the effects battlecry. The card text says: Battlecry: Give your minions plus 3 dash plus 3.",Warrior,Hero,2,0
"The card named Imprisoned Defender is a 2 cost hero with 4 armor, and includes the effects battlecry. The card text says: Battlecry: Give your hero plus 4 Attack while at the end of your turn. Gain plus 1 Attack.",Warrior,Hero,2,1
"The card named Warring Star is a 2 cost hero with 3 armor, and includes the effects deal damage, trigger visual. The card text says: After a minion is healed, deal 2 damage to all enemies.",Warrior,Hero,2,0
"The card named Refused Knight is a 2 cost hero with 3 armor, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a Mech. If it's a random card from another class, discover it.",Warrior,Hero,2,1
"The card named Bungalow Chieftain is a 1 cost hero with 2 armor, and includes the effects battlecry. The card text says: Battlecry: Draw a card. Give your minions plus 1 Attack.",Warrior,Hero,2,0
"The card named Aegis's Gift is a 1 cost weapon with 1 attack and 2 durability. The card text says: Each turn this is in your hand, gain plus 1 Durability.",Warrior,Weapon,3,1
"The card named Spirit Sight is a 2 cost weapon with 2 attack and 2 durability, and includes the effects trigger visual. The card text says: After your hero attacks a minion, get a copy of it.",Warrior,Weapon,3,1
"The card named Intoxicated Moose is a 4 cost weapon with 5 attack and 3 durability, and includes the effects deal damage, trigger visual. The card text says: After a friendly minion attacks or kills another, deal 3 damage to it.",Warrior,Weapon,2,1
The card named Broken Armor is a 8 cost weapon with 8 attack and 2 durability. The card text says: Summon two 1 dash 2 Warriors with Taunt.,Warrior,Weapon,2,1
"The card named Soultrumber is a 1 cost weapon with 1 attack and 1 durability, and includes the effects battlecry. The card text says: Battlecry: If you control a Beast, transform it into a Stab of Deathrattle minions.",Warrior,Weapon,1,0
"The card named The Dragonwrist is a 3 cost weapon with 1 attack and 3 durability, and includes the effects battlecry. The card text says: Battlecry: If you have 2 or more weapons, cast a spell and your hero attacks this turn.",Warrior,Weapon,,
"The card named Yuri Sword is a 2 cost weapon with 1 attack and 2 durability, and includes the effects battlecry. The card text says: Battlecry: Draw a card. If it's a friendly minion, add a copy of it to your hand.",Warrior,Weapon,,
"The card named Poisonous Shadow is a 10 cost weapon with 6 attack and 2 durability, and includes the effects trigger visual. The card text says: Whenever this attacks, cast a Wound card.",Warrior,Weapon,,
"The card named Acer-By-Wave is a 2 cost weapon with 2 attack and 2 durability, and includes the effects trigger visual. The card text says: After you play a Warrant, draw a card.",Warrior,Weapon,,
"The card named Swordshambles is a 1 cost weapon with 1 attack and 1 durability, and includes the effects trigger visual. The card text says: After your hero attacks, summon a 2 dash 2 Spike with Rush.",Warrior,Weapon,,
"The card named Gnome Intrepid is a 2 cost weapon with 3 attack and 1 durability, and includes the effects deathrattle. The card text says: Deathrattle: Spend 2 turns summoning a 2 dash 2 Mech.",Warrior,Weapon,,
"The card named Armor Fury is a 2 cost weapon with 4 attack and 3 durability, and includes the effects deathrattle, trigger visual. The card text says: Deathrattle: Summon a random 1 plus Cost minion.",Warrior,Weapon,,
"The card named X-O-Whale is a 1 cost weapon with 1 attack and 2 durability, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a weapon.",Warrior,Weapon,,
"The card named Toughman is a 4 cost weapon with 4 attack and 3 durability, and includes the effects trigger visual, trigger visual. The card text says: Whenever a friendly Beast dies, cast a random spell.",Warrior,Weapon,,
"The card named Blood Claw is a 2 cost weapon with 2 attack and 2 durability, and includes the effects trigger visual. The card text says: After you summon a 1 dash 1 Blood Claw, summon an unlimited Copy of it.",Warrior,Weapon,,
"The card named Poisoned Star is a 1 cost weapon with 1 attack and 3 durability, and includes the effects trigger visual. The card text says: At the end of your turn, draw a card. Reward: Give all enemy minions plus 1 dash plus 1 for each card that",Warrior,Weapon,,
"The card named Deafen Genie is a 1 cost weapon with 3 attack and 3 durability, and includes the effects trigger visual. The card text says: After your hero attacks, gain plus 1 Attack.",Warrior,Weapon,,
"The card named Claw of the Barracks is a 5 cost weapon with 4 attack and 2 durability, and includes the effects trigger visual. The card text says: After your hero attacks, summon a random minion. Then, gain plus 4 Attack.",Warrior,Weapon,,
"The card named G-Bull is a 3 cost weapon with 1 attack and 2 durability, and includes the effects trigger visual. The card text says: After you cast a spell, summon a 4 dash 2 Dragon with Reborn.",Warrior,Weapon,,
"The card named Imprisoned Imp is a 1 cost weapon with 1 attack and 3 durability, and includes the effects trigger visual. The card text says: At the end of your turn, give your minions plus 2 dash plus 2. After your hero attacks, give them Taunt.",Warrior,Weapon,,
"The card named Rift of the Deathly Wrecks is a 3 cost shadow spell , and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 1 damage to all minions.",Deathknight,Spell,1,1
The card named Shadowmage is a 3 cost shadow spell . The card text says: Choose a minion. Add a random Moose to your hand. Summon two 1 dash 1 Firehelms that give you plus 2 dash plus 3.,Deathknight,Spell,1,0
"The card named Bloodshot Immortalization is a 3 cost shadow spell . The card text says: Give a friendly minion plus 2 dash plus 2. If you control a Minions, gain plus 2 dash plus 2.",Deathknight,Spell,2,1
"The card named Deathcry is a 3 cost spell , and includes the effects discover. The card text says: Discover a Deathrattle minion from your opponent's deck. Summon a random 4 dash 4 Destroyer with Taunt.",Deathknight,Spell,2,1
The card named Bloodline is a 3 cost fire spell . The card text says: Give a friendly minion plus 3 dash plus 3. Reward: The next minion you cast this turn costs (1) less.,Deathknight,Spell,2,0
"The card named Infiniter's Heart is a 1 cost spell , and includes the effects deal damage, overload. The card text says: Deal 3 damage. Overload: (1)",Deathknight,Spell,,
"The card named Souls Stream is a 2 cost spell , and includes the effects deal damage, discover. The card text says: Discard all minions. Give them plus 1 dash plus 5.",Deathknight,Spell,,
"The card named Demons' Blood is a 1 cost spell , and includes the effects deal damage. The card text says: Deal 1 damage to a minion. If your deck has no duplicates, swap them with any 1 plus Cost minions.",Deathknight,Spell,,
"The card named Bloodshed of the Living is a 2 cost shadow spell . The card text says: Draw a minion. If you played it this turn, restore its Health to Earth.",Deathknight,Spell,,
The card named Bloodshed is a 4 cost fel spell . The card text says: Summon a random 5 dash 5 Black Death,Deathknight,Spell,,
The card named Bloodline is a 2 cost shadow spell . The card text says: Put a Deathrattle minion into your hand. Destroy 2 of it.,Deathknight,Spell,,
"The card named Blackening and Obsidian is a 4 cost spell . The card text says: Destroy a friendly minion. If it's a Beast, summon four 2 dash 4 Imps.",Deathknight,Spell,,
"The card named Coupling Light is a 3 cost shadow spell , and includes the effects deal damage, infuse. The card text says: Deal 4 damage to a minion. Infuse: Deal 2 damage. Infuse (1): Deal 3 damage. Infuse (2):",Deathknight,Spell,,
"The card named Deathstrike Blast is a 2 cost spell , and includes the effects deal damage. The card text says: Deal 1 damage. If this is an enemy minion, deal 4 damage to it.",Deathknight,Spell,,
The card named Wilderness Illusion is a 3 cost spell . The card text says: Gain 4 Armor and Cost cards. Summon a 1 dash 1 Dreadlock with Taunt.,Deathknight,Spell,,
"The card named Ashes's Mech is a 3, 3, and 4 cost spell . The card text says: Give a minion plus 4 dash plus 4, and get its Deathrattle.",Deathknight,Spell,,
"The card named Wilderness is a 4 cost fire spell , and includes the effects choose one. The card text says: Choose One plus Draw one Deathrattle minion.",Deathknight,Spell,,
"The card named Swarming Fire is a 1 cost spell , and includes the effects deal damage, restore health. The card text says: Deal 3 damage to all minions. Restore 5 Health.",Deathknight,Spell,,
The card named Denial of War is a 0 cost shadow spell . The card text says: Destroy a friendly minion.,Deathknight,Spell,,
The card named Refresh My Soul is a 4 cost spell . The card text says: Give a minion plus 3 Attack this turn.,Deathknight,Spell,,
"The card named Deadly Pill is a 3 cost shadow spell . The card text says: Draw a Deathrattle minion. If it survives, draw it again.",Deathknight,Spell,,
"The card named Imprisoned in Forest is a 8 cost shadow spell , and includes the effects deal damage, restore health. The card text says: Deal 5 damage to the enemy hero.",Deathknight,Spell,,
"The card named Ashes of Life is a 2 cost shadow spell , and includes the effects deal damage, trigger visual. The card text says: Deal 4 damage to all minions. After your last Ashes lose Power, deal 3 damage to each one.",Deathknight,Spell,,
"The card named Envy is a 1 cost spell . The card text says: Summon 15 random 1 dash 1 Skeletons with Taunt. If your deck has no similar stats, draw 1 cards.",Deathknight,Spell,,
"The card named Reclaim the Land is a 1 cost nature spell , and includes the effects discover. The card text says: Discover a spell. Discover a Deathrattle minion.",Deathknight,Spell,,
"The card named Soulful Trap is a 1 cost spell . The card text says: Choose a friendly minion. If yours costs more, put it in your hand.",Deathknight,Spell,,
"The card named Death Fel is a 1 cost shadow spell , and includes the effects deal damage. The card text says: Deal 2 damage. If you've cast a spell while holding this, deal 3 damage randomly split among all enemies.",Deathknight,Spell,,
"The card named Reset the Power of Your Gods is a 3 cost spell , and includes the effects deal damage. The card text says: Deal 6 damage. Deal 3 damage to a minion.",Deathknight,Spell,,
The card named Fire is a 2 cost spell . The card text says: Draw two cards. Give your minions plus 2 dash plus 3.,Deathknight,Spell,,
"The card named Bloodshot is a 2 cost spell . The card text says: Draw 2 cards. If you control a minion, draw 4 cards.",Deathknight,Spell,,
"The card named Revenant is a 2 cost shadow spell , and includes the effects deal damage. The card text says: Deal 2 damage to all enemy minions.",Deathknight,Spell,,
"The card named Unavoidable Power is a 2 cost shadow spell , and includes the effects deal damage. The card text says: Deal 2 damage. Costs (1) less for each other spell you played this turn.",Deathknight,Spell,,
"The card named Reborn is a 7 cost shadow spell , and includes the effects deal damage, returnable. The card text says: Return all friendly Frozen minions to their original state. Rebirthable",Deathknight,Spell,,
"The card named Black Mirror is a 3 cost shadow spell . The card text says: Give a minion plus 3 dash plus 3, then repeat this with a random enemy minion.",Deathknight,Spell,,
The card named Stylming is a 5 cost shadow spell . The card text says: Give a friendly minion plus 2 dash plus 2. Give it Rush.,Deathknight,Spell,,
"The card named Fireflying Fire is a 4 cost spell , and includes the effects deal damage, create an enemy minion. The card text says: Give a friendly minion plus 2 dash plus 2. If you played a spell this turn, get it again.",Deathknight,Spell,,
"The card named Ovarian Speculation is a 1 cost shadow spell , and includes the effects deal damage. The card text says: Deal 2 damage. If your deck contains no copies, deal 1 more damage to the lowest Cost clone on the bottom of your deck.",Deathknight,Spell,,
The card named Windforce is a 7 cost shadow spell . The card text says: Reduce the Cost of card creation in your hand by (1).,Deathknight,Spell,,
"The card named Deathwreck is a 2 cost shadow spell , and includes the effects deal damage. The card text says: Deal 3 damage. Costs (1) less for each Mana Crystal you have drawn this turn.",Deathknight,Spell,,
"The card named Awakening Chaos is a 2 cost spell , and includes the effects riddle. The card text says: Destroy the enemy hero by killing them. Discard the original card.",Deathknight,Spell,,
The card named Unexpected Colossus is a 0 cost shadow spell . The card text says: Draw a Shadow spell. Give it plus 1 dash plus 2.,Deathknight,Spell,,
The card named Bloodstock is a 2 cost spell . The card text says: Give a friendly minion plus 1 dash plus 1. Add a random Mana Crystal to the bottom of your hand.,Deathknight,Spell,,
"The card named Slab Of Darkness is a 2 cost shadow spell . The card text says: Summon a 1 dash 5 Demon with Rush, then return it to life.",Deathknight,Spell,,
"The card named Enemy Fighter is a 4 cost spell , and includes the effects deal damage. The card text says: Deal 3 damage to a minion. Add an Elusive Object to your hand.",Deathknight,Spell,,
The card named Immortalize is a 5 cost shadow spell . The card text says: Give a minion 4 Armor and a 1 dash 1-Ball Fire.,Deathknight,Spell,,
"The card named Blood and Flame is a 6 cost shadow spell , and includes the effects deal damage. The card text says: Deal 10 damage to a minion.",Deathknight,Spell,,
"The card named Sword Throw is a 4 cost fel spell , and includes the effects deal damage. The card text says: Deal 3 damage. Costs (1) less for each minion you control.",Deathknight,Spell,,
"The card named Burn is a 3 cost shadow spell . The card text says: Destroy a friendly minion. For each of its minions, you'll get a 2 dash 6 Deathrattle card.",Deathknight,Spell,,
The card named Ghost Craze is a 3 cost shadow spell . The card text says: Destroy any minion of your opponent's class.,Deathknight,Spell,,
"The card named Dreadnought is a 3 cost shadow spell , and includes the effects deal damage. The card text says: Deal 3 damage. Summon a random 1 plus Cost minion in your hand.",Deathknight,Spell,,
"The card named Firepower is a 5 cost shadow spell , and includes the effects deal damage. The card text says: Deal 6 damage to a minion. Summon two 3 dash 6 Scarps.",Deathknight,Spell,,
The card named Obedience is a 9 cost spell . The card text says: Summon a random friendly minion. Set a friendly minions' Attack and Health to 1.,Deathknight,Spell,,
"The card named Swarm of Furious is a 2 cost shadow spell , and includes the effects deal damage. The card text says: Deal 2 damage to all minions. If you control a Mana Crystal, pay your minions instead.",Deathknight,Spell,,
The card named Goliath. The card text says: Get a copy of a minion in your hand.,Deathknight,Spell,,
The card named Chaos is a 100 cost shadow spell . The card text says: Destroy 5 minions. Give them Rush.,Deathknight,Spell,,
"The card named Bloodshocks is a 2 cost shadow spell , and includes the effects deal damage. The card text says: Deal 2 damage. Draw a Deathrattle card.",Deathknight,Spell,,
The card named Blastblast is a 3 cost shadow spell . The card text says: Draw 3 cards. Add a random spell to your hand.,Deathknight,Spell,,
The card named Resurrect the Stag is a 1 cost shadow spell . The card text says: Choose an enemy minion. Summon four 2 dash 2 C'Thun,Deathknight,Spell,,
"The card named Abyssal Storm is a 5 cost shadow spell , and includes the effects deal damage. The card text says: Deal 1 damage to all characters. Summon a 1 dash 1 Frostsword.",Deathknight,Spell,,
The card named Awakening is a 1 cost fire spell . The card text says: Give each friendly minion plus 2 dash plus 1. (Assets all minions.),Deathknight,Spell,,
"The card named Firestones is a 9 cost fire spell . The card text says: Summon a random 3 dash 2 Ghoul. If you last two minions in your deck this game, give them plus 2 dash plus 2.",Deathknight,Spell,,
The card named Throne of Death is a 2 cost shadow spell . The card text says: Draw a Shadow spell. Gain plus 1 dash plus 1.,Deathknight,Spell,,
"The card named Deathfelt is a 4 cost shadow spell , and includes the effects deal damage. The card text says: Deal 4 damage. If it's a 5 plus Cost card, deal 3 more damage to the enemy hero.",Deathknight,Spell,,
The card named Shadow of the Squatter is a 1 cost spell . The card text says: Create a Ghost. Summon two 1 dash 1 Corrupts that cost (1) or more.,Deathknight,Spell,,
The card named Bloodlust is a 1 cost spell . The card text says: Give your minions plus 2 dash plus 2.,Deathknight,Spell,,
The card named Desperate Totems is a 3 cost shadow spell . The card text says: Summon four 2 dash 1 Thorns with Taunt. Your next will suffer a Deathrattle.,Deathknight,Spell,,
The card named Silence of Kings is a 2 cost shadow spell . The card text says: Deal 1 damage respectively. Return to your opponent's deck for each damage you've dealt.,Deathknight,Spell,,
"The card named Deathflint is a 1 cost fiery spell . The card text says: Give your minion plus 8 dash plus 8, and Taunt.",Deathknight,Spell,,
"The card named Shadowfun is a 1 cost spell , and includes the effects discover. The card text says: Discover a Monster. If it's a Shadow, draw a card.",Deathknight,Spell,,
"The card named Shadow of the Fallen is a 1 cost shadow spell . The card text says: Summon four 2 dash 1 Frostflies. If they have Taunt, increase the Chance your hero casts a spell from the depths of your deck.",Deathknight,Spell,,
"The card named Deathcry is a 5 cost shadow spell , and includes the effects deal damage. The card text says: Deal 3 damage to a minion. Summon a 1 dash 1 Deathrattle minion.",Deathknight,Spell,,
The card named Death is a 1 cost spell . The card text says: Give an enemy minion plus 1 dash plus 1. Summon a random Deathrattle minion.,Deathknight,Spell,,
The card named Bloodshot Idol is a 2 cost shadow spell . The card text says: Destroy any minion you control. (Deathrattle: Refresh the rest at the end of turn).,Deathknight,Spell,,
"The card named Dread's Wrath is a 4 cost nature spell , and includes the effects deal damage, infuse. The card text says: Deal 2 damage to a minion. Infuse 2 damage to all minions. Infuse (2): Increase the Cost of",Deathknight,Spell,,
The card named Oasis of the Furious is a 2 cost fire spell . The card text says: Draw a Spellburst. Give it plus 2 dash plus 2. Costs (1) less for each spell you control this turn.,Deathknight,Spell,,
"The card named Blasting Law is a 2 cost shadow spell . The card text says: Draw two 1 plus Cost minions, then restore their Strike health.",Deathknight,Spell,,
The card named Unstable Wrath is a 3 cost spell . The card text says: Draw 3 cards. Repeat for each Worship minion you control.,Deathknight,Spell,,
"The card named Slug of Death is a 2 cost shadow spell , and includes the effects discover. The card text says: Discover a Deathrattle card. Discover 2 Deathrattle cards.",Deathknight,Spell,,
The card named Silence of the Emperor is a 2 cost shadow spell . The card text says: Draw 4 cards.,Deathknight,Spell,,
The card named Assault On Chaos is a 6 cost holy spell . The card text says: Put one more At the end of your turn. Discard three copies of it.,Deathknight,Spell,,
"The card named Revenant of the World is a 2 cost fel spell , and includes the effects deal damage. The card text says: Deal 3 damage randomly split among all enemies.",Deathknight,Spell,,
"The card named Warping with Silence is a 4 cost fel spell , and includes the effects discover. The card text says: Discover a Deathrattle minion. If it's a Deathrattle, summon a copy of it. Shuffle it into your deck.",Deathknight,Spell,,
"The card named Coffin of Death is a 3 cost spell , and includes the effects deal damage, lifesteal. The card text says: Lifesteal Deal 3 damage to all enemy minions.",Deathknight,Spell,,
The card named Slingshot is a 4 cost spell . The card text says: Return a friendly minion that cost either 5 or 12 to your hand. Summon a 7 dash 7 Darkheart.,Deathknight,Spell,,
The card named Idiot of Odin is a 2 cost fel spell . The card text says: Draw some random cards.,Deathknight,Spell,,
The card named Rogue's Blessings is a 3 cost holy spell . The card text says: Shuffle 3 random Deathrattle minion's into your deck.,Deathknight,Spell,,
The card named Bloodthirstle is a 4 cost shadow spell . The card text says: Add a random Secret to your hand.,Deathknight,Spell,,
The card named Assultation is a 5 cost spell . The card text says: You've cast 2 spells this game.,Deathknight,Spell,,
"The card named Unbreakable Smell is a 2 cost shadow spell , and includes the effects discover. The card text says: Discover a Deathrattle minion. Destroy it.",Deathknight,Spell,,
"The card named Blast Of Steel is a 3 cost shadow spell , and includes the effects secret. The card text says: Secret: Add a copy of a Deathrattle minion.",Deathknight,Spell,,
The card named Deathguard is a 3 cost demon spell . The card text says: Summon two 2 dash 3 Chaos Requirements. Summon a,Deathknight,Spell,,
"The card named Shadow Of The Fall is a 2 cost shadow spell , and includes the effects deal damage, discover. The card text says: Discover a Deathrattle minion. If you played it last turn, deal 6 damage.",Deathknight,Spell,,
The card named Warring Force is a 0 cost shadow spell . The card text says: Select a friendly minion. If you have no other characters.,Deathknight,Spell,,
"The card named Rife by Fire is a 4 cost shadow spell . The card text says: Summon two 3 dash 4 Rifts with Taunt. Throw in a Flame, Deathrattle, and Fire.",Deathknight,Spell,,
"The card named Speck, Frost, and Salt is a 3 cost shadow spell . The card text says: Summon a 3 dash 1 Frostbite, Rush, or Salt Swarm. Gain Spell damage when drawn.",Deathknight,Spell,,
The card named Bloodstrike is a 2 cost fire spell . The card text says: Add a random Deathrattle minion to your hand. Summon a random 7 dash 8 Golem.,Deathknight,Spell,,
"The card named Ghost Of The Dead is a 1 cost shadow spell , and includes the effects secret. The card text says: Secret. When this attacks, use the Firearms you control to summon a Demon.",Deathknight,Spell,,
"The card named Enraged Gnomes is a 3 cost shadow spell , and includes the effects deal damage, secret. The card text says: Secret: When your next spell costs an entire army, deal 1 damage to the enemy hero.",Deathknight,Spell,,
"The card named Deathfly is a 1 cost shadow spell , and includes the effects deal damage, combo. The card text says: Combo: Deal 1 damage to all enemies. Deal 1 damage to each minion.",Deathknight,Spell,,
The card named Revenant Fever is a 3 cost shadow spell . The card text says: Set the Cost of Deathrattle cards to 3.,Deathknight,Spell,,
"The card named Blackwinding Moth is a 3 cost minion with 6 health and 4 attack, and includes the effects battlecry, discover. The card text says: Battlecry: Discover a Deathrattle card. Destroy it, and swap it with a copy of",Deathknight,Minion,1,1
"The card named Sceptred Drone is a 8 cost mech, undead minion with 4 health and 7 attack, and includes the effects deathrattle, rush. The card text says: Rush Deathrattle: Put a copy of a spell in your opponent's",Deathknight,Minion,1,0
"The card named Shadowwind Demon is a 2 cost undead minion with 3 health and 2 attack, and includes the effects battlecry. The card text says: Battlecry: Give the other minions in your hand plus 1 dash plus 1.",Deathknight,Minion,2,1
"The card named Animated Deathknight is a 2 cost murloc minion with 3 health and 3 attack, and includes the effects trigger visual. The card text says: At the end of your turn, summon a 1 dash 1 Murloc with Rush.",Deathknight,Minion,2,0
"The card named Sturdy Bloodhound is a 3 cost mech minion with 4 health and 3 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon a friendly Deathrattle minion.",Deathknight,Minion,2,1
"The card named Reavers is a 8 cost undead minion with 5 health and 5 attack, and includes the effects deathrattle, taunt, battlecry. The card text says: Taunt, Taunt Battlecry: Summon a copy of this",Deathknight,Minion,,
"The card named Deathclaw is a 10 cost undead minion with 7 health and 1 attack, and includes the effects deathrattle, trigger visual. The card text says: After you cast a spell, gain plus 1 Attack!",Deathknight,Minion,,
"The card named Masked Skullwalker is a 7 cost lair minion with 4 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: If your deck has no copies, summon a 1 dash 1 Gnome.",Deathknight,Minion,,
"The card named Bloodline Glorification is a 4 cost evil minion with 4 health and 4 attack, and includes the effects trigger visual. The card text says: After this attacks, gain plus 3 dash plus 3.",Deathknight,Minion,,
"The card named Conscience Enemy is a 2 cost minion with 2 health and 2 attack, and includes the effects trigger visual. The card text says: At the end of your turn, give your Demons plus 1 dash plus 1.",Deathknight,Minion,,
"The card named Squirted Feltjacket is a 5 cost minion with 3 health and 5 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 3 damage to all enemy minions.",Deathknight,Minion,,
"The card named Ascension of the Souls is a 5 cost undead minion with 4 health and 3 attack, and includes the effects rush, trigger visual. The card text says: Rush After you cast a spell, summon a 2 dash 2 Azzurr.",Deathknight,Minion,,
"The card named Blastman is a 4 cost beast minion with 4 health and 5 attack, and includes the effects battlecry. The card text says: Battlecry: Invoke a 4 dash 4 Demon. Gain your Frozen.",Deathknight,Minion,,
"The card named Darksheer Ghoul is a 6 cost minion with 6 health and 4 attack, and includes the effects deal damage, trigger visual. The card text says: After you cast 5 spells, deal 3 damage randomly split among all enemies.",Deathknight,Minion,,
"The card named Aura's Defiant is a 5 cost undead minion with 3 health and 3 attack, and includes the effects deathrattle, taunt, deathrattle. The card text says: Taunt Deathrattle: Draw a Death",Deathknight,Minion,,
"The card named Conjurer of the Loneliest is a 3 cost minion with 3 health and 2 attack, and includes the effects deal damage, taunt, battlecry. The card text says: Taunt Battlecry: If you're holding a Dragon, deal 1",Deathknight,Minion,,
"The card named Dracula the Demon is a 1 cost undead minion with 1 health and 2 attack, and includes the effects deathrattle. The card text says: Deathrattle: Summon a 2 dash 3 Demon with Rush.",Deathknight,Minion,,
"The card named Rogue Pixie is a 5 cost minion with 5 health and 3 attack, and includes the effects taunt. The card text says: Taunt Costs (1) less for each other Deathrattle minion you've cast this turn",Deathknight,Minion,,
"The card named Warned Swordspine is a 2 cost elemental minion with 2 health and 2 attack, and includes the effects deal damage, deathrattle, battlecry. The card text says: Battlecry: Deal 3 damage to a random enemy. Death",Deathknight,Minion,,
"The card named Mockingjay Master is a 4 cost elemental minion with 8 health and 4 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 1 damage to your hero.",Deathknight,Minion,,
"The card named Theodora the Elder is a 6 cost undead minion with 3 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: If you control a dead creature, restore its Ancient stats to 1.",Deathknight,Minion,,
"The card named Dark Shadowslinger is a 6 cost undead minion with 8 health and 4 attack, and includes the effects battlecry. The card text says: Battlecry: Remove this minion from your hand. This destroys its enemy minions.",Deathknight,Minion,,
"The card named Awakened Man-o-Met Mech is a 2 cost minion with 3 health and 3 attack, and includes the effects trigger visual. The card text says: At the end of your turn, gain plus 1 dash plus 1 for every other Soul you control.",Deathknight,Minion,,
"The card named Bloodline Blesser is a 5 cost fire elemental minion with 5 health and 3 attack, and includes the effects deal damage, battlecry. The card text says: Battlecry: Deal 6 damage to the enemy hero.",Deathknight,Minion,,
