description,faction_code,type,legitibility,faction,henry,sam,eli,viktor,Abraham,"Scoring format
legibility/faction/comedy"
"The card named Trash is a 6 cost hardware with the subtypes hardware. It has an influence requirement of 0. The card text says If you are tagged, you may rez 10 cards of",neutral-runner,hardware,2,0,,,1/0/0,,,
The card named Co-Founder is a 2 cost hardware with the subtypes connection. It has an influence requirement of 0. The card text says Resolve 1 of the following. This hardware has an influence requirement of 1.,neutral-runner,hardware,1,0,,,1/0/1,,,
"The card named ""Tutor"" is a 2 cost hardware with the subtypes system. It has an influence requirement of 0. It has a trash cost of 2. The card text says click click click: Remove 1 program from your grip. Whenever you make a successful run on Tuluna, you may trash that program and access next to it. click click: Move",neutral-runner,hardware,2,0,,,2/0/0,,,
The card named Reverse Booster is a 3 cost hardware with the subtypes connection. It has an influence requirement of 0. It has a trash cost of 3. The card text says Play only if there is no virus attached.,neutral-runner,hardware,2,0,,,2/0/0,,,
"The card named PICHER 2 is a 0 cost hardware with the subtypes barrier. It has an influence requirement of 0. The card text says When you install this hardware, place 1 power counter on it.",neutral-runner,hardware,2,0,,,2/0/0,,,
The card named Flow is a 2 cost hardware with the subtypes controller. It has an influence requirement of 0. The card text says Interface ability: 1 credit: Remove 1 tag: Access 1 card. You may access card on another computer in your grip.,neutral-runner,hardware,2,0,,,2/0/0,,,
"The card named Decoder is a 4 cost hardware with the subtypes . It has an influence requirement of 0. The card text says When your turn begins, you may gain 1 credit. Subroutine You can install this hardware from your grip for a certain amount of time. Subroutine You may place 1 credit against decoder on the top card of your stack;",neutral-runner,hardware,0,0,,,0/0/0,,,
"The card named Ozzy is a 1 cost hardware with the subtypes hardware. It has an influence requirement of 0. The card text says click: Defeat 3 subroutines on Ozzy. When your turn begins, gain 1 credit. If",neutral-runner,hardware,1,0,,,1/0/0,,,
"The card named Cobra is a 3 cost hardware with the subtypes tracer, icebreaker, fracter. It has an influence requirement of 0. The card text says When you install Cobra, you may pay 3 credits from your stack. If so, you may trash and rez COBRA.",neutral-runner,hardware,0,0,,,0/0/0,,,
The card named Prototyping is a 3 cost hardware with the subtypes grayops. It has an influence requirement of 0. The card text says Interface ability: 2 credits: 1 credit: Break 1 key. 2 credits: 1 credit: 6 credits: Add 1 card to a pile. 2 credits: 1 card from,neutral-runner,hardware,2,0,,,2/0/1,,,
"The card named Hoard is a 2 cost hardware with the subtypes . It has an influence requirement of 0. The card text says When your turn begins, place 1 power counter on Hoard unless they trash it. When there are no power counters, trash it.",neutral-runner,hardware,2,0,,,2/0/0,,,
"The card named Txt is a 2 cost hardware with the subtypes tracer, sentry. It has an influence requirement of 0. The card text says When your turn begins, if you have more than 1 copy of Txt (including a host card), you may pay 1 credit.",neutral-runner,hardware,2,0,,,2/0/0,,,
"The card named A.O.A.B.C. is a 3 cost hardware with the subtypes decoder, memory. It has an influence requirement of 0. The card text says When you install this hardware, load 1 on top of that system. click: Generate 1 card and trash it.",neutral-runner,hardware,2,0,,,2/0/0,,,
"The card named The Assassin is a 4 cost hardware with the subtypes computer. It has an influence requirement of 0. The card text says As an additional cost to play this hardware, pay click. The Assassin can install 1 or more hardware.",neutral-runner,hardware,1,1,,,3/1/0,,,
"The card named Rookies is a 3 cost hardware with the subtypes security. It has an influence requirement of 0. The card text says Run research. When your turn begins, place 1 power counter on Rookies.",neutral-runner,hardware,1,0,,,1/0/0,,,
"The card named Xavier is a 4 cost hardware with the subtypes virtual. It has an influence requirement of 0. It has a trash cost of 1. The card text says When you install this hardware, the Corp rezzes or trashes 1 card. If your",neutral-runner,hardware,3,0,,,3/0/0,,,
"The card named Pryde: An Agricultural Trade Association Hardware is a 2 cost hardware with the subtypes . It has an influence requirement of 0. The card text says When you install this hardware on your system, place 1 credit during the installation process.",neutral-runner,hardware,1,0,,,1/0/0,,,
"The card named Rogue is a 3 cost hardware with the subtypes machine. It has an influence requirement of 0. The card text says If the Corp is not tagged, you may rez Rogue until you find it. If the Corp has tagged a card during a rez, place 1 on Rogue until all credit is removed.",neutral-runner,hardware,0,0,,,0/0/0,,,
"The card named Electra is a 3 cost hardware with the subtypes command. It has an influence requirement of 0. The card text says Connect any of your installed cards. If successful, just replace the",neutral-runner,hardware,0,0,,,0/0/0,,,
"The card named Blizzard Blizzard is a 3 cost hardware with the subtypes chip. It has an influence requirement of 0. The card text says As an additional cost to play this hardware, load 1 credit over the top.",neutral-runner,hardware,0,0,,,0/0/0,,,
"The card named Avatar is a 2 cost hardware with the subtypes tracer, command. It has an influence requirement of 0. The card text says Whenever you breach an opponent’s memory unit, if there is a successful run on headquarters, the Corp",neutral-runner,hardware,0,0,,,0/0/0,,,
"The card named Black Cat: Home Furnace is a 4 cost hardware with the subtypes hardware. It has an influence requirement of 0. The card text says When your turn begins, you may take 1 card from headquarters, pay 0 credits.",neutral-runner,hardware,2,0,,,2/0/0,,,
"The card named The Big Man is a 0 cost hardware with the subtypes . It has an influence requirement of 0. The card text says Whenever you encounter a piece of ice during a run on your system, place 1 power counter on it.",neutral-runner,hardware,2,0,,,2/0/0,,,
"The card named Xtreme is a 1 cost hardware with the subtypes . It has an influence requirement of 0. The card text says Add Xtreme to your score area. When your turn begins, you may upgrade the top 1 item of your score area. While your score area is at",neutral-runner,hardware,,,,,,,,
"The card named Stitch is a 45 deck size identity with the subtypes . It has an influence allotment of 0. The card text says If your turn begins after a run, reveal your rank on a piece of ice. When that run ends, you may use X -",neutral-runner,identity,,,,,,,,
The card named Devendra: Coxtarian is a 90 deck size identity with the subtypes connection. It has an influence allotment of 0. The card text says Play only if your deck contains more than 1 piece of ice. Subroutine 0 credits Use this ability only if you broke this,neutral-runner,identity,,,,,,,,
"The card named Trash is a 45 deck size identity with the subtypes . It has an influence allotment of 0. The card text says Whenever you score something on Trash, place 1 power counter on Trash. If there are no power counters installed,",neutral-runner,identity,,,,,,,,
"The card named Psaw is a 5 cost identity with the subtypes connection. It has an influence allotment of 0. The card text says The first time each turn you install a piece of ice against this server, you may pay 1 credit. When this identity is trashed, discard the card.",neutral-runner,identity,,,,,,,,
"The card named ""Created Survivors"" is a 45 deck size identity with the subtypes connection. It has an influence allotment of 0. The card text says Whenever you encounter a piece of ice, place 1 card on a server and have the Runner rez it.",neutral-runner,identity,2,0,,,2/0/0,,,
"The card named Alderian is a 45 deck size identity with the subtypes cartel, run. It has an influence allotment of 0. The card text says When you score Alderian, reveal it",neutral-runner,identity,1,0,,,1/0/0,,,
"The card named Froggado is a 5 cost identity with the subtypes virus. It has an influence allotment of 0. The card text says The first time each turn you make a successful run along campus, place 1 virus counter on Froggado.",neutral-runner,identity,2,0,,,2/0/0,,,
"The card named Ealyn Maclean is a 1 cost identity with the subtypes identity. It has an influence allotment of 0. The card text says The first time each turn each turn you take 1 card from headquarters during a run, add 1 card to your score area. If you have 1 installed card in headquarters, remove 1 installed card during that run. Whenever you take 1 or less cards from headquarters during",neutral-runner,identity,2,0,,,2/0/0,,,
The card named Xenophos is a 45 deck size identity featuring the subtypes identity. It has an influence allotment of 0. The card text says Gain 3 credits. Use this ability only as an agenda to defeat Xenophos. Xenophos is limited to one credit. The Runner may draw 1 card.,neutral-runner,identity,1,0,,,1/0/1,,,
"The card named Lena is a 40 deck size identity with the subtypes connection. It has an influence allotment of 0. The card text says When you score Lena this turn, gain 2 credits.",neutral-runner,identity,0,0,,,0/0/0,,,
"The card named Blackout: Sufficiency is a 3 cost event with the subtypes location. It has an influence requirement of 2. It has a trash cost of 3. The card text says The first time you install a piece of ice in your grip, gain 3 credits.",criminal,event,0,0,,,0/0/0,,,
The card named Insecrement is a 0 cost event with the subtypes run. It has an influence requirement of 2. It has a trash cost of 2. The card text says The ransom cost of each card in the root area is increased by 1,criminal,event,1,1,,,1/1/0,,,
"The card named XMXX is a 1 cost event having the subtypes . It has an influence requirement of 3. The card text says Whenever you breach the security of this server, take 1 tag; if you did, reveal it. If so, pay 5 credits. You can rez this event.",criminal,event,1,0,,,1/0/0,,,
The card named Eternal Damage: Commision is a 5 cost event with the subtypes . It has an influence requirement of 3. The card text says click: Reassemble the CSX data centre. Save information on that,criminal,event,0,0,,,0/0/1,,,
"The card named Expansion is a 2 cost event with the subtypes . It has an influence requirement of 2. The card text says You cannot stack cards from headquarters on Expansion until you made a successful run. Make sure to rez this event at least 2 cards. If successful, discard that card.",criminal,event,1,1,,,1/1/0,,,
"The card named Intrepidity is a 4 cost event with the subtypes run. It has an influence requirement of 3. The card text says Run your system. When you score this event, place 1 power counter on it. You may attack 1 card with a maximum of 3 power counters. Use this",criminal,event,0,0,,,0/0/0,,,
"The card named Ms. Sex is a 4 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run into an adversary with this event. Whenever you place an agenda on Mastermind, you may trash it.",criminal,event,0,0,,,0/0/1,,,
The card named Exit is a 4 cost event with the subtypes run. It has an influence requirement of 3. The card text says Gain 1 credit when you score Exit. Trash this event. Do 1 physical damage.,criminal,event,0,0,,,0/0/0,,,
"The card named The Xing is a 0 cost event with the subtypes . It has an influence requirement of 2. It has a trash cost of 2. The card text says The first time you complete an agenda, discard 1 key. Then trash 1 key.",criminal,event,0,0,,,0/0/0,,,
"The card named Big Data Detection is a 1 cost event with the subtypes . It has an influence requirement of 2. The card text says When your turn begins, you may install 1 card of random size. The first time each turn you make a successful run on research, research, and",criminal,event,0,0,,,0/0/0,,,
"The card named The Claw is a 3 cost event with the subtypes chaser, icebreaker. It has an influence requirement of 3. The card text says When you install this event, you may trash 5 of 6 cards from your grip. If you do, have 1 power counter on it during that run. If you did,",criminal,event,1,0,,,1/0/0,,,
The card named Proximatization is a 10 cost event with the subtypes . It has an influence requirement of 2. It has a trash cost of 3. The card text says Click: Ingress if you need any subroutines in research on this event.,criminal,event,0,0,,,0/0/0,,,
"The card named Hackathon is a 3 cost event with the subtypes run. It has an influence requirement of 3. The card text says The first time each turn you make a successful run on campus, you may place 5 power counters on this event.",criminal,event,1,0,,,1/0/0,,,
The card named R-Con is a 2 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run a research program using the command line. When you score this event you may replace the installed piece of ice with another piece of ice. The Corp no longer has the ability to perform research that was previously banned.,criminal,event,0,0,,,0/0/0,,,
"The card named Stalling is a 4 cost event with the subtypes run. It has an influence requirement of 2. The card text says Access the top card of the stack. Pay 5 credits to research and score this event. Whenever you breach this server, the Corporation rezzes 2 cards",criminal,event,0,0,,,0/0/0,,,
"The card named Aventura is a 0 cost event with the subtypes . It has an influence requirement of 3. The card text says When you install this event, you may pay one credit for each completed run on this server. If successful,",criminal,event,0,1,,,0/1/0,,,
The card named The Last Minute is a 0 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run a successful run. Succeed to gain access to the bottom of the stack.,criminal,event,2,1,,,2/1/0,,,
The card named Terror is a 2 cost event with the subtypes run. It has an influence requirement of 2. It has a trash cost of 3. The card text says Run,criminal,event,0,0,,,0/0/1,,,
"The card named Egress is a 0 cost event with the subtypes run. It has an influence requirement of 4. It has a trash cost of 5. The card text says Run this event. If successful, waste 1 credit. When this event is over, gain",criminal,event,0,0,,,0/0/0,,,
The card named Pentecostalism is a 3 cost event with the subtypes run. It has an influence requirement of 2. The card text says Run a bot. The Corp is then instructed to revoke,criminal,event,0,0,0/0/0,,,,,
"The card named Lazer is a 2 cost event with the subtypes tracer, run. It has an influence requirement of 4. It has a trash cost of 1. The card text says Run your server. When you finish running this server, you may reveal two cards from headquarters. Once you have done that, trash 1 card.",criminal,event,2,1,,,2/1/0,,,
"The card named Black Hat is a 3 cost event with the subtypes . It has an influence requirement of 2. The card text says Play only if the Runner cannot find the top 3 cards in the pile. When you score Black Hat, click, trash (click, trash, trash). When a piece of ice is rezzed and you can place 1 power counter on that ice",criminal,event,0,0,,,0/0/0,,,
The card named Community is a 3 cost event with the subtypes . It has an influence requirement of 1. The card text says This card is not trashed until another current is played or an agenda is scored at any time. Click: Put out 1 command. Subroutine Move 1 command. Add this command. Subroutine,criminal,event,,,,,,,,
"The card named 'Midnight' is a 0 cost event with the subtypes . It has an influence requirement of 1. The card text says If the Runner is tagged during this run, the Runner can trash a piece of ice.",criminal,event,,,,,,,,
"The card named The Last Minute is a 2 cost event with the subtypes run. It has an influence requirement of 1. The card text says If the Corp is tagged along with the Corp, they may levy 1 value on it. When the Corp tries unrezzed cards in the lobby, remove the run.",criminal,event,,,,,,,,
"The card named Django is a 1 cost 2 strength program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says You cannot gain this feature on this program. If you do,",criminal,program,0,0,,,,,,
"The card named Hickman is a 2 cost program that requires 1 memory with the subtypes virus. It has an influence requirement of 1. The card text says When the Corp collects 100 virus cards from this server, draw 1 card. Trash all card subroutines.",criminal,program,0,0,,,,,,
"The card named Stupid Puddle is a 1 cost 2 strength program that requires 2 memory with the subtypes cybernetic. It has an influence requirement of 3. The card text says When your turn begins, place 1 power counter on Stupid Puddle on the top 10 cards of your stack.",criminal,program,1,0,,,,,,
"The card named Bruin is a 3 cost 2 strength program that requires 1 memory with the subtypes codegate, cartel. It has an influence requirement of 2. The card text says As an additional cost to play this program, spend click.",criminal,program,2,0,,,,,,
"The card named Amitioma is a 3 cost 2 strength program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says When the Runner encounters this program, they gain 1 credit. Subroutine Erase 1 tag (or 2 tags).",criminal,program,1,0,,,,,,
The card named Insect is a 0 cost program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says Interface ability: 1 credit: Break 1 subroutine. 1 credit:,criminal,program,,,,,,,,
"The card named Wrath Of The Empire is a 1 cost program that requires 1 memory with the subtypes cybernetic. It has an influence requirement of 2. The card text says When you install this program, make sure to check if there is a virus attack available. If there is, the Corp is notified of a virus attack. In response, you",criminal,program,,,,,,,,
"The card named Virgil is a 0 cost program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says If successful, draw 1 card. If successful, use this program only as part of",criminal,program,,,,,,,,
"The card named Reclaim Yourself is a 3 cost 1 strength program that requires 1 memory with the subtypes criminal. It has an influence requirement of 2. The card text says You cannot score this program. Subroutine Gain 1 credit for each completed turn with X bonus. When you finish, place 1 tag on this program.",criminal,program,,,,,,,,
"The card named The Apocalypse is a 5 cost program that requires 1 memory with the subtypes virus. It has an influence requirement of 1. The card text says When your turn begins, you may pay 1 credit for each report containing virus or infection. Remove this program from your grip.",criminal,program,,,,,,,,
"The card named Ledge is a 2 cost 16 strength program that requires 1 memory with the subtypes trap. It has an influence requirement of 1. The card text says When you install this program, you may install 1 copy of Ledge. When that turn begins, gain 1 credits.",criminal,program,,,,,,,,
"The card named Iconia is a 1 cost program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says As an additional cost to play this program, spend click. If successful, spend click.",criminal,program,,,,,,,,
"The card named Jaime Rodriguez is a 2 cost 2 strength program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says When your turn begins, you may place 1 power counter on Jaime Rodriguez. click, then click, click, click, click, click, click: When there is no power counter",criminal,program,,,,,,,,
"The card named The Crasher is a 2 cost program that requires 1 memory with the subtypes game. It has an influence requirement of 2. The card text says When you install this program, pay 0 credits. Once installed, remove 1 tag.",criminal,program,,,,,,,,
"The card named Inferno is a 2 cost program that requires 1 memory with the subtypes virus. It has an influence requirement of 2. The card text says Whenever you encounter an agenda on an agenda, access 1 virus counter for each game you made.",criminal,program,,,,,,,,
The card named Assassin is a 1 cost program that requires 1 memory with the subtypes criminal. It has an influence requirement of 2. The card text says Interface ability: 10 credits: Gain 6 credits when you make a successful run on headquarters.,criminal,program,,,,,,,,
"The card named Vampire Storm is a 2 cost 4 strength program that requires 1 memory with the subtypes ai, icebreaker. It has an influence requirement of 3. The card text says Install only on an approved server that has at least 2 installed files.",criminal,program,,,,,,,,
"The card named Xenoway is a 2 cost 3 strength program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says Whenever you make a successful run on headquarters, you may trash 4 cards from headquarters. If the",criminal,program,,,,,,,,
"The card named Embezzler is a 2 cost 0 strength program that requires 1 memory with the subtypes threat, icebreaker. It has an influence requirement of 2. The card text says The first time each turn the Corp rezzes a piece of ice for a run, you may place 1 power counter on this program. The Corp must rez 3 powers",criminal,program,,,,,,,,
"The card named Spybold is a 22 deck size program that requires 1 memory with the subtypes icebreaker, robot. It has an influence requirement of 2. The card text says You are prompted to install icebreaker. When your turn begins, you may install 1 card.",criminal,program,,,,,,,,
"The card named Bliss I is a 3 cost 4 strength program that requires 1 memory with the subtypes . It has an influence requirement of 1. The card text says Play only on research. When your turn begins, gain 3 credits. The Corp has a trash cost of 2.",criminal,program,,,,,,,,
"The card named Aura is a 3 cost 0 strength program that requires 1 memory with the subtypes virus. It has an influence requirement of 2. The card text says When you install this program, place 2 power counters against one of your installed cards.",criminal,program,,,,,,,,
"The card named Terror is a 1 cost 3 strength program that requires 1 memory with the subtypes . It has an influence requirement of 2. The card text says If your turn begins, you may start the game with 0 credits. Whether",criminal,program,,,,,,,,
The card named The Redeemer is a 5 cost 3 strength program that requires 1 memory with the subtypes . It has an influence requirement of 3. The card text says Interface ability: 1 credit: Break 3 subroutines. 1 credit: Break 3 subroutines. 1 credit:,criminal,program,,,,,,,,
"The card named Spock is a 0 cost program that requires 1 memory with the subtypes killer, icebreaker. It has an influence requirement of 3. The card text says Whenever you violate this program, gain 1 credit.",criminal,program,,,,,,,,
"The card named Blundering is a 0 cost resource with the subtypes resource. It has an influence requirement of 2. The card text says As an additional cost to install this resource, spend click. Pay 2 credits. Subroutine Run on this resource.",criminal,resource,1,0,,,,,,
"The card named Relay Master is a 0 cost resource with the subtypes resource. It has an influence requirement of 2. The card text says As an additional cost to spend click click click click. Save the top card of the stack. If you made a successful run during research for this run, spend click click.",criminal,resource,2,0,,,,,,
"The card named V-Cert is a 3 cost resource with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 3. The card text says Run any game if you are not authorized to do so in your grip. After you do that, pay 1 credit. If successful, you may rez this resource for 1 tag during",criminal,resource,0,0,,,,,,
"The card named Spy is a 4 cost resource with the subtypes connection. It has an influence requirement of 5. The card text says When you install this resource, you may install 3 card from outside the Runner's grip. Choose 1 X credits for each additional card you delete and spend.",criminal,resource,1,0,,,,,,
"The card named The Black Room is a 1 cost resource with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 2. The card text says When you install this resource, place 1 power counter on it. When you install this resource, trash it.",criminal,resource,2,0,,,,,,
"The card named Lazarus is a 1 cost resource with the subtypes resource. It has an influence requirement of 3. The card text says When your turn begins, gain 3 credits. Use this ability only if your",criminal,resource,2,0,2/0/1,,,,,
"The card named Deus Exemple is a 1 cost resource with the subtypes security. It has an influence requirement of 2. The card text says Add and trash 1 tag. When you score this resource, place 1 virus counter on it.",criminal,resource,,,,,,,,
"The card named Assassin is a 1 cost resource with the subtypes name, icebreaker. It has an influence requirement of 2. The card text says When you score Assassin, you may gain 1 credit. 2. Use this ability only if the Runner has at least 1 power counter on Assassin.",criminal,resource,,,,,,,,
"The card named Defender is a 3 cost resource with the subtypes raytracer, virtual. It has an influence requirement of 2. The card text says Interface ability: 1 credit: Break 1 subroutine. 1 credit: Break 1 subroutine. 2 credits: 1 credit:",criminal,resource,,,,,,,,
"The card named Black Cat is a 0 cost resource with the subtypes connection. It has an influence requirement of 3. The card text says As an additional cost to access this resource, spend click: Remove 1 tag from top corner of game. The Corp gains 2 credits. Subroutine",criminal,resource,,,,,,,,
"The card named Hattie Mae-Need-Iii is a 3 cost resource with the subtypes trap. It has an influence requirement of 3. The card text says Each time you interact with an agenda during the build, you may pay 1 credit for each card that you’ve rezzed. Select this card by selecting . Whenever a",criminal,resource,,,,,,,,
"The card named Slayton is a 50 deck size resource with the subtypes power. It has an influence requirement of 3. The card text says As an additional cost to play this resource, spend click. If successful, the Corp trashes 10 cards containing Slayton. Remove this resource from the game and install it on",criminal,resource,,,,,,,,
"The card named The Optimist is a 3 cost resource with the subtypes cybernetics, resource. It has an influence requirement of 2. The card text says Interface ability: 1 credit: Break 1 subroutine. 1 credit: Free speech.",criminal,resource,,,,,,,,
The card named Innsight Trader is a 1 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says At least 1 tag.,criminal,resource,,,,,,,,
"The card named Genie is a 4 cost resource with the subtypes location. It has an influence requirement of 2. The card text says click, click: Install only when you are unable to install this resource. If the Corp has 0 installed hardware credits",criminal,resource,,,,,,,,
The card named Spikes is a 3 cost resource with the subtypes connection. It has an influence requirement of 1. The card text says click: Install your installation. Install 1 program from the root of the system.,criminal,resource,,,,,,,,
"The card named Frozen World is a 3 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says To access this resource, pick a piece of ice and play it. If you do not click, you may pay a charge. If successful",criminal,resource,,,,,,,,
The card named XPath is a 2 cost resource with the subtypes common. It has an influence requirement of 2. The card text says Click: Place 1 command counter on XPath for each X card. The,criminal,resource,,,,,,,,
"The card named Judicial Witness is a 1 cost resource with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 2. The card text says Whenever you access a card in your grip for an extended period of time, you may move any amount of hardware in its memory to remove it. If this card is not",criminal,resource,,,,,,,,
"The card named Leander is a 3 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says When your turn begins, replace 1 broken card with 3 broken Cards to gain 1 credit (to use this resource for another purpose). If successful, reveal 1 tag. If a",criminal,resource,,,,,,,,
"The card named Tick is a 2 cost resource with the subtypes . It has an influence requirement of 2. The card text says While the Runner can install this resource, they memory unitsst trash it.",criminal,resource,,,,,,,,
"The card named Arsenal is a 3 cost resource with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 3. The card text says Tap a button after each turn to access the top card of the stack. When your turn begins, pick 2 cards from your stack.",criminal,resource,,,,,,,,
"The card named Lazarus is a 1 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says When your turn begins, place 1 power counter on Lazarus. Only the Corp can trash 1 power counter. If that power is 0 power counter,",criminal,resource,,,,,,,,
"The card named Ikoonu is a 1 cost resource with the subtypes tracer, tracer, tracer. It has an influence requirement of 3. The card text says When you score Ikoonu you can switch on Ikoonu by installing the card you made while you were there. Choose a location to place 1 of your credits after research on it. Subroutine",criminal,resource,,,,,,,,
The card named JP is a 4 cost resource with the subtypes connection. It has an influence requirement of 3. The card text says Choose only the top card in the stack. You may use these cards only once per turn.,criminal,resource,,,,,,,,
"The card named Conversion is a 2 cost hardware with the subtypes gateway. It has an influence requirement of 3. The card text says Run a research program; steal 1 memory units. When that run ends, trash the top card of research",criminal,hardware,1,0,,,,,,
"The card named Lear is a 2 cost hardware with the subtypes . It has an influence requirement of 2. The card text says When the Corp makes a successful run on headquarters, they trash it. The Corp trashes 1 card from headquarters each turn.",criminal,hardware,1,1,,,,,,
"The card named Scam is a 4 cost hardware with the subtypes trap. It has an influence requirement of 3. The card text says click: Lose click: Break 3 subroutines on this hardware. If there are no copies of this hardware, you may install this hardware or remove 2 subroutines from the game.",criminal,hardware,1,1,,,,,,
"The card named Lazarus is a 1 cost hardware with the subtypes codegate. It has an influence requirement of 2. The card text says When your turn begins, you may install the first piece of hardware that can revoke ice protecting it from destruction. when your turn begins, delete this hardware permanently.",criminal,hardware,1,0,,,,,,
"The card named Reset is a 3 cost hardware with the subtypes . It has an influence requirement of 2. It has a trash cost of 3. The card text says Whenever you breach this hardware, your turn begins with a counter. click: Lose click!",criminal,hardware,1,0,,,,,,
"The card named Blink is a 3 cost hardware with the subtypes hardware. It has an influence requirement of 4. The card text says When your turn begins, gain 1 credit.",criminal,hardware,,,,,,,,
The card named Envelop is a 0 cost hardware with the subtypes codegate. It has an influence requirement of 2. The card text says This hardware is not trashed until another current has been played or an agenda is stolen.,criminal,hardware,,,,,,,,
"The card named Leverage is a 2 cost hardware with the subtypes connection. It has an influence requirement of 2. The card text says When you install this hardware, remove 1 tag, remove 1 tag. When it is dumped, gain 1 credit.",criminal,hardware,,,,,,,,
The card named The Sword of Truth is a 1 cost hardware with the subtypes barrier. It has an influence requirement of 3. The card text says Click here to install the card. click: Install only the first run of advertisements at a given time. click: Install the first run of advertisements. click: Install all,criminal,hardware,,,,,,,,
"The card named Trash is a 0 cost hardware with the subtypes tracer, icebreaker. It has an influence requirement of 3. The card text says You need 2 credits to install this hardware.",criminal,hardware,,,,,,,,
"The card named Leap is a 2 cost hardware with the subtypes computer. It has an influence requirement of 2. The card text says The first time every turn you install a piece of ice, you may trash an agenda, delete it from your grip, and discard it from the game.",criminal,hardware,,,,,,,,
"The card named HUB1 is a 2 cost hardware with the subtypes connection. It has an influence requirement of 0. The card text says When your turn begins, place 1 power counter on HUB1. Once located, if you can access HUB1, the Runner's power counter cannot be accessed.",criminal,hardware,,,,,,,,
"The card named Moxie is a 3 cost hardware with the subtypes run. It has an influence requirement of 2. It has a trash cost of 4. The card text says Run the scanner. When there are no kills left on this hardware to play, you may place 1 cost counter on it.",criminal,hardware,,,,,,,,
"The card named Crashing Hacker is a 2 cost hardware with the subtypes hardware. It has an influence requirement of 2. The card text says click: Remove 1 bad publicity. To display this hardware, trash 2 cards or run a command.",criminal,hardware,,,,,,,,
"The card named Amos Aizhniyah is a 7 cost hardware with the subtypes . It has an influence requirement of 0. The card text says When your turn begins, gain 3 credits.",criminal,hardware,,,,,,,,
The card named The Big Eye is a 3 cost hardware with the subtypes chip. It has an influence requirement of 4. The card text says This hardware is not trashed until another current is played or a program is installed. Use this ability only the next time you have a valid memory block enabled,criminal,hardware,,,,,,,,
"The card named Wedge is a 2 cost hardware with the subtypes . It has an influence requirement of 2. The card text says The first time each turn you install a piece of ice against another server on Wedge, place 1 virus counter on this hardware. If you make a successful run on Headquarters during this run, you may turn this computer on the ice",criminal,hardware,,,,,,,,
"The card named Asher is a 0 cost hardware with the subtypes codegate, icebreaker. It has an influence requirement of 2. It has a trash cost of 3. The card text says When your turn begins, you may trash 1 computer from your grip.",criminal,hardware,,,,,,,,
"The card named Stylization is a 1 cost hardware with the subtypes device. It has an influence requirement of 2. The card text says When the Corp rezzes this hardware, place 1 power counter on it. When it rezzes this hardware, you may place 1 power counter on it. If",criminal,hardware,,,,,,,,
"The card named Rogue is a 3 cost hardware with the subtypes virtual. It has an influence requirement of 4. The card text says Whenever you score a piece of ice, you may take 2 credits. The Corp may take 2 credits.",criminal,hardware,,,,,,,,
"The card named Fault Site is a 1 cost hardware with the subtypes cardinal. It has an influence requirement of 2. The card text says This hardware can only be installed on servers that have a valid connection certificate. When your turn begins, find 3 cardinals.",criminal,hardware,,,,,,,,
"The card named Stump is a 3 cost hardware with the subtypes hardware. It has an influence requirement of 3. The card text says Whenever you install Stump, you may install an agenda from your grip. If you do, shuffle",criminal,hardware,,,,,,,,
The card named Lunge is a 2 cost hardware with the subtypes virus. It has an influence requirement of 2. The card text says Subroutine Your base card costs are decreased by 1. Gain 2 credits.,criminal,hardware,,,,,,,,
"The card named Terror is a 4 cost hardware with the subtypes cyber. It has an influence requirement of 3. The card text says Install only if the Corp does not trash a card from their grip. For instance, if the Corp doesn t trash all of your hardware, there is a memory requirement of 4.",criminal,hardware,,,,,,,,
"The card named The Rift is a 1 cost hardware with the subtypes . It has an influence requirement of 2. The card text says Choose your favorite server and install it. If the System has 2 credits, place 1 credit from your heap on the top of the stack. Install this hardware on a different server.",criminal,hardware,,,,,,,,
"The card named stinky is a 45 deck size identity with the subtypes cybernetic. It has an influence allotment of 0. The card text says Add 1 piece of ice from headquarters to headquarters each turn. Add 2 pieces of ice to headquarters or headquarters. Whenever you rez an agenda, pay 0 credits.",criminal,identity,2,1,,,,,,
"The card named Xenophobia is a 45 deck size identity with the subtypes corporate. It has an influence allotment of 0. The card text says Subroutine A rezzed version of Xenophobia is not allowed. The first time you install xenophobia, enter the database.",criminal,identity,0,0,,,,,,
